BY,Species,Stock,Region,Area,Spawners,Recruits,ID
1971,Pink,Situk R.,Yakutat,North,27.18,254.22,PinkSituk R.YakutatNorth
1972,Pink,Situk R.,Yakutat,North,30,63.68,PinkSituk R.YakutatNorth
1973,Pink,Situk R.,Yakutat,North,240,142.24,PinkSituk R.YakutatNorth
1974,Pink,Situk R.,Yakutat,North,60,45.97,PinkSituk R.YakutatNorth
1975,Pink,Situk R.,Yakutat,North,133.8,208.09,PinkSituk R.YakutatNorth
1976,Pink,Situk R.,Yakutat,North,38.08,373.41,PinkSituk R.YakutatNorth
1977,Pink,Situk R.,Yakutat,North,177.71,482.7,PinkSituk R.YakutatNorth
1978,Pink,Situk R.,Yakutat,North,360,294.3,PinkSituk R.YakutatNorth
1979,Pink,Situk R.,Yakutat,North,450,332.87,PinkSituk R.YakutatNorth
1980,Pink,Situk R.,Yakutat,North,250,47.05,PinkSituk R.YakutatNorth
1981,Pink,Situk R.,Yakutat,North,300,194.91,PinkSituk R.YakutatNorth
1982,Pink,Situk R.,Yakutat,North,40.3,127.15,PinkSituk R.YakutatNorth
1983,Pink,Situk R.,Yakutat,North,183.58,378.24,PinkSituk R.YakutatNorth
1984,Pink,Situk R.,Yakutat,North,113.16,261.18,PinkSituk R.YakutatNorth
1985,Pink,Situk R.,Yakutat,North,366,84.48,PinkSituk R.YakutatNorth
1986,Pink,Situk R.,Yakutat,North,255,97.47,PinkSituk R.YakutatNorth
1987,Pink,Situk R.,Yakutat,North,72,338.34,PinkSituk R.YakutatNorth
1988,Pink,Situk R.,Yakutat,North,78.75,553.51,PinkSituk R.YakutatNorth
1989,Pink,Situk R.,Yakutat,North,288.25,195.34,PinkSituk R.YakutatNorth
1990,Pink,Situk R.,Yakutat,North,525,25.65,PinkSituk R.YakutatNorth
1972,Pink,Humpy Cr.,Yakutat,North,4.89,6.04,PinkHumpy Cr.YakutatNorth
1973,Pink,Humpy Cr.,Yakutat,North,3.97,109.21,PinkHumpy Cr.YakutatNorth
1974,Pink,Humpy Cr.,Yakutat,North,6,33.19,PinkHumpy Cr.YakutatNorth
1975,Pink,Humpy Cr.,Yakutat,North,39,75.1,PinkHumpy Cr.YakutatNorth
1976,Pink,Humpy Cr.,Yakutat,North,14.02,30.5,PinkHumpy Cr.YakutatNorth
1977,Pink,Humpy Cr.,Yakutat,North,36,155.24,PinkHumpy Cr.YakutatNorth
1978,Pink,Humpy Cr.,Yakutat,North,15,126.11,PinkHumpy Cr.YakutatNorth
1979,Pink,Humpy Cr.,Yakutat,North,45,304.13,PinkHumpy Cr.YakutatNorth
1980,Pink,Humpy Cr.,Yakutat,North,30,27.42,PinkHumpy Cr.YakutatNorth
1981,Pink,Humpy Cr.,Yakutat,North,210,101.37,PinkHumpy Cr.YakutatNorth
1982,Pink,Humpy Cr.,Yakutat,North,26.1,48.61,PinkHumpy Cr.YakutatNorth
1983,Pink,Humpy Cr.,Yakutat,North,90,227.28,PinkHumpy Cr.YakutatNorth
1984,Pink,Humpy Cr.,Yakutat,North,48,31.26,PinkHumpy Cr.YakutatNorth
1985,Pink,Humpy Cr.,Yakutat,North,225,6.12,PinkHumpy Cr.YakutatNorth
1986,Pink,Humpy Cr.,Yakutat,North,30.7,126.58,PinkHumpy Cr.YakutatNorth
1987,Pink,Humpy Cr.,Yakutat,North,6,65.63,PinkHumpy Cr.YakutatNorth
1988,Pink,Humpy Cr.,Yakutat,North,30,42.97,PinkHumpy Cr.YakutatNorth
1989,Pink,Humpy Cr.,Yakutat,North,60.6,24.21,PinkHumpy Cr.YakutatNorth
1990,Pink,Humpy Cr.,Yakutat,North,41.4,15.33,PinkHumpy Cr.YakutatNorth
1991,Pink,Humpy Cr.,Yakutat,North,24.15,39.17,PinkHumpy Cr.YakutatNorth
1992,Pink,Humpy Cr.,Yakutat,North,13.5,33.29,PinkHumpy Cr.YakutatNorth
1967,Pink,PWS E D.,Prince William Sound,North,255.24,1124.18,PinkPWS E D.Prince William SoundNorth
1968,Pink,PWS E D.,Prince William Sound,North,364.93,745.42,PinkPWS E D.Prince William SoundNorth
1969,Pink,PWS E D.,Prince William Sound,North,160.6,2327.41,PinkPWS E D.Prince William SoundNorth
1970,Pink,PWS E D.,Prince William Sound,North,387.09,344.47,PinkPWS E D.Prince William SoundNorth
1971,Pink,PWS E D.,Prince William Sound,North,352.8,636.49,PinkPWS E D.Prince William SoundNorth
1972,Pink,PWS E D.,Prince William Sound,North,344.47,256.88,PinkPWS E D.Prince William SoundNorth
1973,Pink,PWS E D.,Prince William Sound,North,309.04,1124.89,PinkPWS E D.Prince William SoundNorth
1974,Pink,PWS E D.,Prince William Sound,North,256.88,1853.02,PinkPWS E D.Prince William SoundNorth
1975,Pink,PWS E D.,Prince William Sound,North,412.56,2063.97,PinkPWS E D.Prince William SoundNorth
1976,Pink,PWS E D.,Prince William Sound,North,472.08,1795.2,PinkPWS E D.Prince William SoundNorth
1977,Pink,PWS E D.,Prince William Sound,North,390.93,5142.25,PinkPWS E D.Prince William SoundNorth
1978,Pink,PWS E D.,Prince William Sound,North,279.12,3676.09,PinkPWS E D.Prince William SoundNorth
1979,Pink,PWS E D.,Prince William Sound,North,642.22,5396.92,PinkPWS E D.Prince William SoundNorth
1980,Pink,PWS E D.,Prince William Sound,North,535.96,3532.67,PinkPWS E D.Prince William SoundNorth
1981,Pink,PWS E D.,Prince William Sound,North,599.34,2912.01,PinkPWS E D.Prince William SoundNorth
1982,Pink,PWS E D.,Prince William Sound,North,573.07,5734.77,PinkPWS E D.Prince William SoundNorth
1983,Pink,PWS E D.,Prince William Sound,North,481.95,7465.67,PinkPWS E D.Prince William SoundNorth
1984,Pink,PWS E D.,Prince William Sound,North,1209.74,2844.92,PinkPWS E D.Prince William SoundNorth
1985,Pink,PWS E D.,Prince William Sound,North,750.53,7479.12,PinkPWS E D.Prince William SoundNorth
1986,Pink,PWS E D.,Prince William Sound,North,356.38,843.69,PinkPWS E D.Prince William SoundNorth
1987,Pink,PWS E D.,Prince William Sound,North,514.57,3510.47,PinkPWS E D.Prince William SoundNorth
1988,Pink,PWS E D.,Prince William Sound,North,362.37,8414.02,PinkPWS E D.Prince William SoundNorth
1989,Pink,PWS E D.,Prince William Sound,North,359.37,3091.6,PinkPWS E D.Prince William SoundNorth
1990,Pink,PWS E D.,Prince William Sound,North,443.66,693.61,PinkPWS E D.Prince William SoundNorth
1991,Pink,PWS E D.,Prince William Sound,North,474.38,315.21,PinkPWS E D.Prince William SoundNorth
1992,Pink,PWS E D.,Prince William Sound,North,204.38,12169.56,PinkPWS E D.Prince William SoundNorth
1993,Pink,PWS E D.,Prince William Sound,North,315.21,4632.33,PinkPWS E D.Prince William SoundNorth
1994,Pink,PWS E D.,Prince William Sound,North,615.24,6643.3,PinkPWS E D.Prince William SoundNorth
1995,Pink,PWS E D.,Prince William Sound,North,396.7,4880.09,PinkPWS E D.Prince William SoundNorth
1996,Pink,PWS E D.,Prince William Sound,North,584.24,2608.76,PinkPWS E D.Prince William SoundNorth
1971,Pink,Montague,Prince William Sound,North,296.73,266.3,PinkMontaguePrince William SoundNorth
1972,Pink,Montague,Prince William Sound,North,33.14,11.75,PinkMontaguePrince William SoundNorth
1973,Pink,Montague,Prince William Sound,North,119.52,203.85,PinkMontaguePrince William SoundNorth
1974,Pink,Montague,Prince William Sound,North,11.75,13.79,PinkMontaguePrince William SoundNorth
1975,Pink,Montague,Prince William Sound,North,85.38,230.06,PinkMontaguePrince William SoundNorth
1976,Pink,Montague,Prince William Sound,North,13.79,56.69,PinkMontaguePrince William SoundNorth
1977,Pink,Montague,Prince William Sound,North,152.96,1566.81,PinkMontaguePrince William SoundNorth
1978,Pink,Montague,Prince William Sound,North,56.69,119.35,PinkMontaguePrince William SoundNorth
1979,Pink,Montague,Prince William Sound,North,219.4,534.3,PinkMontaguePrince William SoundNorth
1980,Pink,Montague,Prince William Sound,North,118.4,138.82,PinkMontaguePrince William SoundNorth
1981,Pink,Montague,Prince William Sound,North,255.42,388.44,PinkMontaguePrince William SoundNorth
1982,Pink,Montague,Prince William Sound,North,132.38,203.4,PinkMontaguePrince William SoundNorth
1983,Pink,Montague,Prince William Sound,North,230.2,1781.05,PinkMontaguePrince William SoundNorth
1984,Pink,Montague,Prince William Sound,North,191.81,44.68,PinkMontaguePrince William SoundNorth
1985,Pink,Montague,Prince William Sound,North,332.24,260.27,PinkMontaguePrince William SoundNorth
1986,Pink,Montague,Prince William Sound,North,44.68,67.99,PinkMontaguePrince William SoundNorth
1987,Pink,Montague,Prince William Sound,North,149.26,181.76,PinkMontaguePrince William SoundNorth
1988,Pink,Montague,Prince William Sound,North,67.99,124.23,PinkMontaguePrince William SoundNorth
1989,Pink,Montague,Prince William Sound,North,181.76,247.89,PinkMontaguePrince William SoundNorth
1990,Pink,Montague,Prince William Sound,North,113.57,47.16,PinkMontaguePrince William SoundNorth
1991,Pink,Montague,Prince William Sound,North,247.89,144.78,PinkMontaguePrince William SoundNorth
1992,Pink,Montague,Prince William Sound,North,47.16,60.08,PinkMontaguePrince William SoundNorth
1993,Pink,Montague,Prince William Sound,North,144.78,201.69,PinkMontaguePrince William SoundNorth
1994,Pink,Montague,Prince William Sound,North,60.08,92.97,PinkMontaguePrince William SoundNorth
1995,Pink,Montague,Prince William Sound,North,183.45,272.05,PinkMontaguePrince William SoundNorth
1996,Pink,Montague,Prince William Sound,North,92.97,591.8,PinkMontaguePrince William SoundNorth
1967,Pink,PWS SE D.,Prince William Sound,North,236.61,723.09,PinkPWS SE D.Prince William SoundNorth
1968,Pink,PWS SE D.,Prince William Sound,North,179.12,231.1,PinkPWS SE D.Prince William SoundNorth
1969,Pink,PWS SE D.,Prince William Sound,North,26.91,456.09,PinkPWS SE D.Prince William SoundNorth
1970,Pink,PWS SE D.,Prince William Sound,North,140.66,79.06,PinkPWS SE D.Prince William SoundNorth
1971,Pink,PWS SE D.,Prince William Sound,North,179.48,835.21,PinkPWS SE D.Prince William SoundNorth
1972,Pink,PWS SE D.,Prince William Sound,North,79.06,94.65,PinkPWS SE D.Prince William SoundNorth
1973,Pink,PWS SE D.,Prince William Sound,North,177.78,1070.13,PinkPWS SE D.Prince William SoundNorth
1974,Pink,PWS SE D.,Prince William Sound,North,94.65,199.96,PinkPWS SE D.Prince William SoundNorth
1975,Pink,PWS SE D.,Prince William Sound,North,194.67,1102.15,PinkPWS SE D.Prince William SoundNorth
1976,Pink,PWS SE D.,Prince William Sound,North,117.59,380.73,PinkPWS SE D.Prince William SoundNorth
1977,Pink,PWS SE D.,Prince William Sound,North,277.78,4889.56,PinkPWS SE D.Prince William SoundNorth
1978,Pink,PWS SE D.,Prince William Sound,North,164.03,1579.07,PinkPWS SE D.Prince William SoundNorth
1979,Pink,PWS SE D.,Prince William Sound,North,728.63,3581.14,PinkPWS SE D.Prince William SoundNorth
1980,Pink,PWS SE D.,Prince William Sound,North,307.68,1229.98,PinkPWS SE D.Prince William SoundNorth
1981,Pink,PWS SE D.,Prince William Sound,North,359.87,2083.69,PinkPWS SE D.Prince William SoundNorth
1982,Pink,PWS SE D.,Prince William Sound,North,482.86,2037.6,PinkPWS SE D.Prince William SoundNorth
1983,Pink,PWS SE D.,Prince William Sound,North,601.68,3379.07,PinkPWS SE D.Prince William SoundNorth
1984,Pink,PWS SE D.,Prince William Sound,North,792.56,303.1,PinkPWS SE D.Prince William SoundNorth
1985,Pink,PWS SE D.,Prince William Sound,North,645.51,1286.62,PinkPWS SE D.Prince William SoundNorth
1986,Pink,PWS SE D.,Prince William Sound,North,155.83,154.32,PinkPWS SE D.Prince William SoundNorth
1987,Pink,PWS SE D.,Prince William Sound,North,330.63,388.18,PinkPWS SE D.Prince William SoundNorth
1988,Pink,PWS SE D.,Prince William Sound,North,152.54,316.42,PinkPWS SE D.Prince William SoundNorth
1989,Pink,PWS SE D.,Prince William Sound,North,315,533.17,PinkPWS SE D.Prince William SoundNorth
1990,Pink,PWS SE D.,Prince William Sound,North,304.09,95.07,PinkPWS SE D.Prince William SoundNorth
1991,Pink,PWS SE D.,Prince William Sound,North,533.17,315.09,PinkPWS SE D.Prince William SoundNorth
1992,Pink,PWS SE D.,Prince William Sound,North,95.07,196.38,PinkPWS SE D.Prince William SoundNorth
1993,Pink,PWS SE D.,Prince William Sound,North,315.09,347.73,PinkPWS SE D.Prince William SoundNorth
1994,Pink,PWS SE D.,Prince William Sound,North,196.38,330.29,PinkPWS SE D.Prince William SoundNorth
1995,Pink,PWS SE D.,Prince William Sound,North,336.31,613.18,PinkPWS SE D.Prince William SoundNorth
1996,Pink,PWS SE D.,Prince William Sound,North,330.29,549.49,PinkPWS SE D.Prince William SoundNorth
1960,Pink,Cook S D.,Cook Inlet,North,50,390.8,PinkCook S D.Cook InletNorth
1961,Pink,Cook S D.,Cook Inlet,North,52.6,74.6,PinkCook S D.Cook InletNorth
1962,Pink,Cook S D.,Cook Inlet,North,156,223.8,PinkCook S D.Cook InletNorth
1963,Pink,Cook S D.,Cook Inlet,North,49.7,97.8,PinkCook S D.Cook InletNorth
1964,Pink,Cook S D.,Cook Inlet,North,94.5,213.8,PinkCook S D.Cook InletNorth
1965,Pink,Cook S D.,Cook Inlet,North,59.5,105.7,PinkCook S D.Cook InletNorth
1966,Pink,Cook S D.,Cook Inlet,North,140,151.5,PinkCook S D.Cook InletNorth
1967,Pink,Cook S D.,Cook Inlet,North,82,100.8,PinkCook S D.Cook InletNorth
1968,Pink,Cook S D.,Cook Inlet,North,102.3,218.6,PinkCook S D.Cook InletNorth
1969,Pink,Cook S D.,Cook Inlet,North,69.4,117.7,PinkCook S D.Cook InletNorth
1970,Pink,Cook S D.,Cook Inlet,North,94.8,25,PinkCook S D.Cook InletNorth
1971,Pink,Cook S D.,Cook Inlet,North,89.3,129,PinkCook S D.Cook InletNorth
1972,Pink,Cook S D.,Cook Inlet,North,22,75.2,PinkCook S D.Cook InletNorth
1973,Pink,Cook S D.,Cook Inlet,North,58.4,817.5,PinkCook S D.Cook InletNorth
1974,Pink,Cook S D.,Cook Inlet,North,33.9,69.5,PinkCook S D.Cook InletNorth
1975,Pink,Cook S D.,Cook Inlet,North,127.5,261.1,PinkCook S D.Cook InletNorth
1976,Pink,Cook S D.,Cook Inlet,North,59.3,133.5,PinkCook S D.Cook InletNorth
1977,Pink,Cook S D.,Cook Inlet,North,142.3,818.9,PinkCook S D.Cook InletNorth
1978,Pink,Cook S D.,Cook Inlet,North,77.4,330.9,PinkCook S D.Cook InletNorth
1979,Pink,Cook S D.,Cook Inlet,North,276.4,608.3,PinkCook S D.Cook InletNorth
1980,Pink,Cook S D.,Cook Inlet,North,170.1,209.8,PinkCook S D.Cook InletNorth
1981,Pink,Cook S D.,Cook Inlet,North,196.1,192,PinkCook S D.Cook InletNorth
1982,Pink,Cook S D.,Cook Inlet,North,99.2,173,PinkCook S D.Cook InletNorth
1983,Pink,Cook S D.,Cook Inlet,North,136.5,188,PinkCook S D.Cook InletNorth
1984,Pink,Cook S D.,Cook Inlet,North,109.3,223.7,PinkCook S D.Cook InletNorth
1985,Pink,Cook S D.,Cook Inlet,North,166.1,41.5,PinkCook S D.Cook InletNorth
1986,Pink,Cook S D.,Cook Inlet,North,95.4,62.4,PinkCook S D.Cook InletNorth
1987,Pink,Cook S D.,Cook Inlet,North,38,230.8,PinkCook S D.Cook InletNorth
1988,Pink,Cook S D.,Cook Inlet,North,46.2,78.5,PinkCook S D.Cook InletNorth
1989,Pink,Cook S D.,Cook Inlet,North,138.3,76.7,PinkCook S D.Cook InletNorth
1990,Pink,Cook S D.,Cook Inlet,North,74.9,36.9,PinkCook S D.Cook InletNorth
1991,Pink,Cook S D.,Cook Inlet,North,76.4,94.8,PinkCook S D.Cook InletNorth
1992,Pink,Cook S D.,Cook Inlet,North,35,51.5,PinkCook S D.Cook InletNorth
1993,Pink,Cook S D.,Cook Inlet,North,92.2,179.9,PinkCook S D.Cook InletNorth
1994,Pink,Cook S D.,Cook Inlet,North,46.1,37.9,PinkCook S D.Cook InletNorth
1995,Pink,Cook S D.,Cook Inlet,North,147.8,287.3,PinkCook S D.Cook InletNorth
1996,Pink,Cook S D.,Cook Inlet,North,33.8,69,PinkCook S D.Cook InletNorth
1960,Pink,Cook Outer D.,Cook Inlet,North,208.2,1819,PinkCook Outer D.Cook InletNorth
1961,Pink,Cook Outer D.,Cook Inlet,North,40,62.2,PinkCook Outer D.Cook InletNorth
1962,Pink,Cook Outer D.,Cook Inlet,North,287,870.6,PinkCook Outer D.Cook InletNorth
1963,Pink,Cook Outer D.,Cook Inlet,North,41,83.6,PinkCook Outer D.Cook InletNorth
1964,Pink,Cook Outer D.,Cook Inlet,North,155.4,417,PinkCook Outer D.Cook InletNorth
1965,Pink,Cook Outer D.,Cook Inlet,North,62.8,293.4,PinkCook Outer D.Cook InletNorth
1966,Pink,Cook Outer D.,Cook Inlet,North,110,165.3,PinkCook Outer D.Cook InletNorth
1967,Pink,Cook Outer D.,Cook Inlet,North,33.5,90.8,PinkCook Outer D.Cook InletNorth
1968,Pink,Cook Outer D.,Cook Inlet,North,86.1,461.2,PinkCook Outer D.Cook InletNorth
1969,Pink,Cook Outer D.,Cook Inlet,North,39.3,299.9,PinkCook Outer D.Cook InletNorth
1970,Pink,Cook Outer D.,Cook Inlet,North,90.1,21.4,PinkCook Outer D.Cook InletNorth
1971,Pink,Cook Outer D.,Cook Inlet,North,163.4,237.3,PinkCook Outer D.Cook InletNorth
1972,Pink,Cook Outer D.,Cook Inlet,North,21.4,4.5,PinkCook Outer D.Cook InletNorth
1973,Pink,Cook Outer D.,Cook Inlet,North,51.4,227.8,PinkCook Outer D.Cook InletNorth
1974,Pink,Cook Outer D.,Cook Inlet,North,3.7,15.8,PinkCook Outer D.Cook InletNorth
1975,Pink,Cook Outer D.,Cook Inlet,North,103.4,1287.1,PinkCook Outer D.Cook InletNorth
1976,Pink,Cook Outer D.,Cook Inlet,North,15.8,128.5,PinkCook Outer D.Cook InletNorth
1977,Pink,Cook Outer D.,Cook Inlet,North,219.2,2121.7,PinkCook Outer D.Cook InletNorth
1978,Pink,Cook Outer D.,Cook Inlet,North,65.2,223.1,PinkCook Outer D.Cook InletNorth
1979,Pink,Cook Outer D.,Cook Inlet,North,307.6,1419.3,PinkCook Outer D.Cook InletNorth
1980,Pink,Cook Outer D.,Cook Inlet,North,86.6,109.2,PinkCook Outer D.Cook InletNorth
1981,Pink,Cook Outer D.,Cook Inlet,North,203.2,260.3,PinkCook Outer D.Cook InletNorth
1982,Pink,Cook Outer D.,Cook Inlet,North,52.6,186.9,PinkCook Outer D.Cook InletNorth
1983,Pink,Cook Outer D.,Cook Inlet,North,115.7,596,PinkCook Outer D.Cook InletNorth
1984,Pink,Cook Outer D.,Cook Inlet,North,102.3,390.4,PinkCook Outer D.Cook InletNorth
1985,Pink,Cook Outer D.,Cook Inlet,North,128.6,29.9,PinkCook Outer D.Cook InletNorth
1986,Pink,Cook Outer D.,Cook Inlet,North,86.4,56.2,PinkCook Outer D.Cook InletNorth
1987,Pink,Cook Outer D.,Cook Inlet,North,26.9,145.6,PinkCook Outer D.Cook InletNorth
1988,Pink,Cook Outer D.,Cook Inlet,North,50.3,318.3,PinkCook Outer D.Cook InletNorth
1989,Pink,Cook Outer D.,Cook Inlet,North,135.9,530,PinkCook Outer D.Cook InletNorth
1990,Pink,Cook Outer D.,Cook Inlet,North,127.1,61.3,PinkCook Outer D.Cook InletNorth
1991,Pink,Cook Outer D.,Cook Inlet,North,183.7,265.5,PinkCook Outer D.Cook InletNorth
1992,Pink,Cook Outer D.,Cook Inlet,North,61.2,73.6,PinkCook Outer D.Cook InletNorth
1993,Pink,Cook Outer D.,Cook Inlet,North,180.8,286.8,PinkCook Outer D.Cook InletNorth
1994,Pink,Cook Outer D.,Cook Inlet,North,72,164.4,PinkCook Outer D.Cook InletNorth
1995,Pink,Cook Outer D.,Cook Inlet,North,130.5,371.1,PinkCook Outer D.Cook InletNorth
1996,Pink,Cook Outer D.,Cook Inlet,North,164.4,369.6,PinkCook Outer D.Cook InletNorth
1960,Pink,Kamishak,Cook Inlet,North,19.5,333.2,PinkKamishakCook InletNorth
1962,Pink,Kamishak,Cook Inlet,North,30,33.5,PinkKamishakCook InletNorth
1963,Pink,Kamishak,Cook Inlet,North,37,10.9,PinkKamishakCook InletNorth
1964,Pink,Kamishak,Cook Inlet,North,20,33.9,PinkKamishakCook InletNorth
1966,Pink,Kamishak,Cook Inlet,North,20,126.2,PinkKamishakCook InletNorth
1967,Pink,Kamishak,Cook Inlet,North,0.5,5,PinkKamishakCook InletNorth
1969,Pink,Kamishak,Cook Inlet,North,8,101.1,PinkKamishakCook InletNorth
1970,Pink,Kamishak,Cook Inlet,North,42,5.7,PinkKamishakCook InletNorth
1971,Pink,Kamishak,Cook Inlet,North,73,18.1,PinkKamishakCook InletNorth
1972,Pink,Kamishak,Cook Inlet,North,5.7,0.8,PinkKamishakCook InletNorth
1973,Pink,Kamishak,Cook Inlet,North,10.2,50,PinkKamishakCook InletNorth
1974,Pink,Kamishak,Cook Inlet,North,0.8,15,PinkKamishakCook InletNorth
1975,Pink,Kamishak,Cook Inlet,North,50,88.2,PinkKamishakCook InletNorth
1976,Pink,Kamishak,Cook Inlet,North,15,34.2,PinkKamishakCook InletNorth
1977,Pink,Kamishak,Cook Inlet,North,82,281.7,PinkKamishakCook InletNorth
1978,Pink,Kamishak,Cook Inlet,North,34.1,508.1,PinkKamishakCook InletNorth
1979,Pink,Kamishak,Cook Inlet,North,227,192.9,PinkKamishakCook InletNorth
1980,Pink,Kamishak,Cook Inlet,North,407.5,124,PinkKamishakCook InletNorth
1981,Pink,Kamishak,Cook Inlet,North,126.9,10.7,PinkKamishakCook InletNorth
1982,Pink,Kamishak,Cook Inlet,North,90.5,262.5,PinkKamishakCook InletNorth
1983,Pink,Kamishak,Cook Inlet,North,10.4,21.9,PinkKamishakCook InletNorth
1984,Pink,Kamishak,Cook Inlet,North,128.8,1757.8,PinkKamishakCook InletNorth
1985,Pink,Kamishak,Cook Inlet,North,21.9,164.5,PinkKamishakCook InletNorth
1986,Pink,Kamishak,Cook Inlet,North,1337,118.9,PinkKamishakCook InletNorth
1987,Pink,Kamishak,Cook Inlet,North,93.9,829.6,PinkKamishakCook InletNorth
1988,Pink,Kamishak,Cook Inlet,North,64,23.5,PinkKamishakCook InletNorth
1989,Pink,Kamishak,Cook Inlet,North,573,157.6,PinkKamishakCook InletNorth
1990,Pink,Kamishak,Cook Inlet,North,22.8,13,PinkKamishakCook InletNorth
1991,Pink,Kamishak,Cook Inlet,North,112.5,185.9,PinkKamishakCook InletNorth
1992,Pink,Kamishak,Cook Inlet,North,11.1,10.4,PinkKamishakCook InletNorth
1993,Pink,Kamishak,Cook Inlet,North,185.8,662.7,PinkKamishakCook InletNorth
1994,Pink,Kamishak,Cook Inlet,North,10.4,32.8,PinkKamishakCook InletNorth
1995,Pink,Kamishak,Cook Inlet,North,499.9,95.1,PinkKamishakCook InletNorth
1996,Pink,Kamishak,Cook Inlet,North,32.8,166.8,PinkKamishakCook InletNorth
1980,Pink,Afognak,Kodiak,North,481.19,1020.61,PinkAfognakKodiakNorth
1981,Pink,Afognak,Kodiak,North,431.26,423.72,PinkAfognakKodiakNorth
1982,Pink,Afognak,Kodiak,North,328.22,697.89,PinkAfognakKodiakNorth
1983,Pink,Afognak,Kodiak,North,229.47,723.53,PinkAfognakKodiakNorth
1984,Pink,Afognak,Kodiak,North,232.56,1229.15,PinkAfognakKodiakNorth
1985,Pink,Afognak,Kodiak,North,422.61,575.75,PinkAfognakKodiakNorth
1986,Pink,Afognak,Kodiak,North,368.49,3077.85,PinkAfognakKodiakNorth
1987,Pink,Afognak,Kodiak,North,260.85,943.02,PinkAfognakKodiakNorth
1988,Pink,Afognak,Kodiak,North,651.85,1217.39,PinkAfognakKodiakNorth
1989,Pink,Afognak,Kodiak,North,943.02,912.98,PinkAfognakKodiakNorth
1990,Pink,Afognak,Kodiak,North,206.39,843.14,PinkAfognakKodiakNorth
1991,Pink,Afognak,Kodiak,North,310.98,3026.16,PinkAfognakKodiakNorth
1992,Pink,Afognak,Kodiak,North,447.94,1157.38,PinkAfognakKodiakNorth
1993,Pink,Afognak,Kodiak,North,407.76,4332.73,PinkAfognakKodiakNorth
1994,Pink,Afognak,Kodiak,North,533.98,293.77,PinkAfognakKodiakNorth
1995,Pink,Afognak,Kodiak,North,588.73,579.94,PinkAfognakKodiakNorth
1996,Pink,Afognak,Kodiak,North,127.87,1671.74,PinkAfognakKodiakNorth
1980,Pink,Kodiak Wside,Kodiak,North,4086.95,8739.94,PinkKodiak WsideKodiakNorth
1981,Pink,Kodiak Wside,Kodiak,North,680.66,2172.91,PinkKodiak WsideKodiakNorth
1982,Pink,Kodiak Wside,Kodiak,North,3461.81,11828.66,PinkKodiak WsideKodiakNorth
1983,Pink,Kodiak Wside,Kodiak,North,604.58,2260.82,PinkKodiak WsideKodiakNorth
1984,Pink,Kodiak Wside,Kodiak,North,2897.97,10255.65,PinkKodiak WsideKodiakNorth
1985,Pink,Kodiak Wside,Kodiak,North,581.26,1944.53,PinkKodiak WsideKodiakNorth
